frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22180,2022/3/25 20:21,wofa.bilibili,6,2,7.942,0,0.192303,0.802894,0,4,8452,0,0,0,0
22181,2022/3/25 20:21,wofa.bilibili,6,2,7.99,0,0.182102,0.823295,0,4,8232,0,0,0,0
22182,2022/3/25 20:21,wofa.bilibili,6,2,8.04,0,0.171454,0.844593,0,4,8173,0,0,0,0
22184,2022/3/25 20:21,wofa.bilibili,6,2,8.093,0,0.159926,0.867648,0,4,10166,0,0,0,0
22185,2022/3/25 20:21,wofa.bilibili,6,2,8.153,0,0.147152,0.893196,0,4,9107,0,0,0,0
22186,2022/3/25 20:21,wofa.bilibili,6,2,8.2,0,0.136984,0.913532,0,4,8969,0,0,0,0
22187,2022/3/25 20:21,wofa.bilibili,6,2,8.258,0,0.124426,0.9375,0,4,8785,0,0,0,0
22188,2022/3/25 20:21,wofa.bilibili,6,2,8.307,0,0.11375,0.9375,0,4,8764,0,0,0,0
22189,2022/3/25 20:21,wofa.bilibili,6,2,8.363,0,0.101555,0.9375,0,4,8896,0,0,0,0
22190,2022/3/25 20:21,wofa.bilibili,6,2,8.411,0,0.088327,0.9375,0,4,9097,0,0,0,0
22191,2022/3/25 20:21,wofa.bilibili,6,2,8.468,0,0.063756,0.9375,0,4,9334,0,0,0,0
22192,2022/3/25 20:21,wofa.bilibili,6,2,8.515,0,0.043358,0.9375,0,4,9443,0,0,0,0
22194,2022/3/25 20:21,wofa.bilibili,6,2,8.573,0,0.044386,0.950636,0,4,9564,0,0,0,0
22196,2022/3/25 20:21,wofa.bilibili,6,2,8.678,0,0.090673,0.996923,0,4,9910,0,0,0,0
22197,2022/3/25 20:21,wofa.bilibili,6,2,8.726,0,0.09375,1,0,4,10134,0,0,0,0
22198,2022/3/25 20:21,wofa.bilibili,6,2,8.784,0,0.09375,1,0,4,10281,0,0,0,0
22199,2022/3/25 20:21,wofa.bilibili,6,2,8.831,0,0.09375,1,0,4,10464,0,0,0,0
22200,2022/3/25 20:21,wofa.bilibili,6,2,8.889,0,0.068569,1,0,4,10543,0,0,0,0
22201,2022/3/25 20:21,wofa.bilibili,6,2,8.935,0,0.048914,1,0,4,10642,0,0,0,0
22202,2022/3/25 20:21,wofa.bilibili,6,2,8.993,0,0.034772,1,0,4,10800,0,0,0,0
22203,2022/3/25 20:21,wofa.bilibili,6,2,9.042,0,0.045074,1,0,4,10934,0,0,0,0
22205,2022/3/25 20:21,wofa.bilibili,6,2,9.098,0,0.056817,1,0,4,11104,0,0,0,0
22206,2022/3/25 20:21,wofa.bilibili,6,2,9.151,0,0.0625,1,0,4,11272,0,0,0,0
22207,2022/3/25 20:21,wofa.bilibili,6,2,9.202,0,0.0625,1,0,4,11390,0,0,0,0
22208,2022/3/25 20:21,wofa.bilibili,6,2,9.26,0,0.0625,1,0,4,11547,0,0,0,0
22209,2022/3/25 20:21,wofa.bilibili,6,2,9.311,0,0.0625,1,0,4,11677,0,0,0,0
22210,2022/3/25 20:21,wofa.bilibili,6,2,9.366,0,0.0625,1,0,4,11827,0,0,0,0
22211,2022/3/25 20:21,wofa.bilibili,6,2,9.415,0,0.0625,1,0,4,11772,0,0,0,0
22212,2022/3/25 20:21,wofa.bilibili,6,2,9.472,0,0.0625,1,0,5,10927,0,0,0,0
22213,2022/3/25 20:21,wofa.bilibili,6,2,9.517,0,0.0625,1,0,5,10506,0,0,0,0
22215,2022/3/25 20:21,wofa.bilibili,6,2,9.574,0,0.0625,1,0,5,10610,0,0,0,0
22216,2022/3/25 20:21,wofa.bilibili,6,2,9.62,0,0.054176,1,0,5,10675,0,0,0,0
22217,2022/3/25 20:21,wofa.bilibili,6,2,9.674,0,0.04302,1,0,5,10781,0,0,0,0
22218,2022/3/25 20:21,wofa.bilibili,6,2,9.722,0,0.033102,1,0,5,10878,0,0,0,0
22219,2022/3/25 20:21,wofa.bilibili,6,2,9.777,0,0.03125,1,0,5,10994,0,0,0,0
22220,2022/3/25 20:21,wofa.bilibili,6,2,9.824,0,0.03125,1,0,5,11082,0,0,0,0
22221,2022/3/25 20:21,wofa.bilibili,6,2,9.879,0,0.03125,1,0,5,11187,0,0,0,0
